product_id,customer_id,order_id,id,sales,quantity,discount,profit,order_date,ship_date,ship_mode,customer_name,segment,country,state,city,postal_code,region,product_name,category,subcategory
OFF-PA-10002365,AA-10480,CA-2017-114412,14,15.5520,3,0.200,5.4432,2017-04-15,2017-04-20,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Xerox 1967","Office Supplies",Paper
FUR-FU-10001473,AA-10480,CA-2014-155271,1461,27.4600,2,0.000,9.8856,2014-05-04,2014-05-04,"Same Day","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings
OFF-PA-10001471,AA-10480,CA-2016-121671,3109,21.9300,3,0.000,10.0878,2016-07-17,2016-07-22,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Strathmore Photo Frame Cards","Office Supplies",Paper
OFF-ST-10002344,AA-10480,CA-2016-121671,3110,242.9400,3,0.000,4.8588,2016-07-17,2016-07-22,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Carina 42"Hx23 3/4"W Media Storage Unit","Office Supplies",Storage
OFF-PA-10001892,AA-10480,CA-2016-121671,3111,7.6400,1,0.000,3.7436,2016-07-17,2016-07-22,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Rediform Wirebound "Phone Memo" Message Book, 11 x 5-3/4","Office Supplies",Paper
OFF-PA-10001934,AA-10480,CA-2016-121671,3112,51.8400,8,0.000,25.4016,2016-07-17,2016-07-22,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Xerox 1993","Office Supplies",Paper
OFF-ST-10000078,AA-10480,CA-2016-121671,3113,265.1700,1,0.000,47.7306,2016-07-17,2016-07-22,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Tennsco 6- and 18-Compartment Lockers","Office Supplies",Storage
OFF-PA-10000605,AA-10480,CA-2016-114601,7704,11.5600,2,0.000,5.6644,2016-08-26,2016-09-02,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Xerox 1950","Office Supplies",Paper
TEC-PH-10002170,AA-10480,CA-2016-114601,7705,209.9700,3,0.000,58.7916,2016-08-26,2016-09-02,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",Technology,Phones
FUR-TA-10004147,AA-10480,CA-2016-114601,7706,447.8400,4,0.000,98.5248,2016-08-26,2016-09-02,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Hon 4060 Series Tables",Furniture,Tables
TEC-AC-10003911,AA-10480,CA-2016-114601,7707,479.9700,3,0.000,163.1898,2016-08-26,2016-09-02,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",Technology,Accessories
OFF-AR-10002578,AA-10480,CA-2016-114601,7708,8.6400,3,0.000,2.5056,2016-08-26,2016-09-02,"Standard Class","Andrew Allen",Consumer,"United States",Michigan,Detroit,48234,Central,"Newell 335","Office Supplies",Art
FUR-CH-10004698,AA-10645,CA-2014-154963,4022,170.0580,3,0.300,-4.8588,2014-06-22,2014-06-27,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs
TEC-PH-10004093,AA-10645,CA-2014-154963,4023,82.7820,3,0.400,-15.1767,2014-06-22,2014-06-27,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Panasonic Kx-TS550",Technology,Phones
FUR-CH-10000454,AA-10645,CA-2014-154963,4024,853.9300,5,0.300,0.0000,2014-06-22,2014-06-27,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs
FUR-FU-10000221,AA-10645,CA-2016-147137,4453,25.4000,5,0.000,8.6360,2016-07-04,2016-07-06,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Master Caster Door Stop, Brown",Furniture,Furnishings
OFF-EN-10003567,AA-10645,CA-2016-147137,4454,43.9600,2,0.000,20.6612,2016-07-04,2016-07-06,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10" x 13" , 100/Box","Office Supplies",Envelopes
FUR-BO-10001811,AA-10645,CA-2016-147137,4455,1279.1650,5,0.150,225.7350,2016-07-04,2016-07-06,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases
OFF-ST-10002486,AA-10645,CA-2016-147137,4456,27.9200,4,0.000,0.5584,2016-07-04,2016-07-06,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Eldon Shelf Savers Cubes and Bins","Office Supplies",Storage
FUR-FU-10003347,AA-10645,CA-2016-131205,6038,42.6000,3,0.000,16.6140,2016-09-04,2016-09-08,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Coloredge Poster Frame",Furniture,Furnishings
OFF-BI-10000315,AA-10645,CA-2016-131205,6039,113.9400,6,0.000,54.6912,2016-09-04,2016-09-08,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Poly Designer Cover & Back","Office Supplies",Binders
OFF-ST-10002583,AA-10645,CA-2016-131205,6040,129.9200,4,0.000,5.1968,2016-09-04,2016-09-08,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Fellowes Neat Ideas Storage Cubes","Office Supplies",Storage
OFF-AR-10003469,AA-10645,CA-2016-131205,6041,5.2800,3,0.000,2.5344,2016-09-04,2016-09-08,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Nontoxic Chalk","Office Supplies",Art
OFF-PA-10003172,AA-10645,CA-2017-157196,7491,12.9600,2,0.000,6.2208,2017-11-05,2017-11-09,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Xerox 1996","Office Supplies",Paper
TEC-PH-10004434,AA-10645,CA-2014-143210,8005,271.9000,2,0.000,78.8510,2014-12-01,2014-12-03,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Cisco IP Phone 7961G VoIP phone - Dark gray",Technology,Phones
FUR-FU-10003878,AA-10645,CA-2014-143210,8006,45.8400,3,0.000,15.5856,2014-12-01,2014-12-03,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Linden 10" Round Wall Clock, Black",Furniture,Furnishings
FUR-FU-10002268,AA-10645,CA-2014-143210,8007,9.8200,2,0.000,3.2406,2014-12-01,2014-12-03,"First Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Ultra Door Push Plate",Furniture,Furnishings
OFF-ST-10002756,AA-10645,CA-2015-110863,8009,541.2400,4,0.000,5.4124,2015-11-17,2015-11-24,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand","Office Supplies",Storage
OFF-PA-10000474,AA-10645,CA-2015-110863,8010,106.3200,3,0.000,49.9704,2015-11-17,2015-11-24,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Easy-staple paper","Office Supplies",Paper
FUR-CH-10002073,AA-10645,CA-2015-110863,8011,1323.9000,5,0.000,383.9310,2015-11-17,2015-11-24,"Standard Class","Anna Andreadi",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Hon Olson Stacker Chairs",Furniture,Chairs
FUR-CH-10004477,AB-10015,CA-2014-156587,4963,48.7120,1,0.200,5.4801,2014-03-07,2014-03-08,"First Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs
OFF-AR-10001427,AB-10015,CA-2014-156587,4964,17.9400,3,0.000,4.6644,2014-03-07,2014-03-08,"First Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Newell 330","Office Supplies",Art
OFF-ST-10002344,AB-10015,CA-2014-156587,4965,242.9400,3,0.000,4.8588,2014-03-07,2014-03-08,"First Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Carina 42"Hx23 3/4"W Media Storage Unit","Office Supplies",Storage
OFF-ST-10000321,AB-10015,CA-2014-152905,8224,12.6240,2,0.200,-2.5248,2014-02-18,2014-02-24,"Standard Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Akro Stacking Bins","Office Supplies",Storage
TEC-PH-10000562,AB-10015,CA-2016-140935,8803,221.9800,2,0.000,62.1544,2016-11-10,2016-11-12,"First Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Samsung Convoy 3",Technology,Phones
FUR-BO-10003966,AB-10015,CA-2016-140935,8804,341.9600,2,0.000,54.7136,2016-11-10,2016-11-12,"First Class","Aaron Bergman",Consumer,"United States",Oklahoma,"Oklahoma City",73120,Central,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases
TEC-AC-10000290,AB-10060,CA-2016-129714,351,6.7900,1,0.000,2.3086,2016-09-01,2016-09-03,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Sabrent 4-Port USB 2.0 Hub",Technology,Accessories
OFF-PA-10001970,AB-10060,CA-2016-129714,352,24.5600,2,0.000,11.5432,2016-09-01,2016-09-03,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Xerox 1908","Office Supplies",Paper
OFF-BI-10002160,AB-10060,CA-2016-129714,353,3.0480,1,0.200,1.0668,2016-09-01,2016-09-03,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Acco Hanging Data Binders","Office Supplies",Binders
OFF-PA-10001970,AB-10060,CA-2016-129714,354,49.1200,4,0.000,23.0864,2016-09-01,2016-09-03,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Xerox 1908","Office Supplies",Paper
OFF-BI-10004995,AB-10060,CA-2016-129714,355,4355.1680,4,0.200,1415.4296,2016-09-01,2016-09-03,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"GBC DocuBind P400 Electric Binding System","Office Supplies",Binders
OFF-SU-10000381,AB-10060,CA-2016-161207,1177,27.9300,3,0.000,8.0997,2016-08-29,2016-09-03,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies",Supplies
FUR-FU-10004864,AB-10060,US-2016-108637,2365,127.8800,2,0.000,40.9216,2016-03-13,2016-03-18,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Eldon 500 Class Desk Accessories",Furniture,Furnishings
OFF-AP-10004540,AB-10060,US-2016-108637,2366,160.3200,2,0.000,44.8896,2016-03-13,2016-03-18,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue","Office Supplies",Appliances
OFF-BI-10004965,AB-10060,US-2016-108637,2367,46.0000,4,0.000,20.7000,2016-03-13,2016-03-18,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Ibico Covers for Plastic or Wire Binding Elements","Office Supplies",Binders
OFF-PA-10004355,AB-10060,CA-2017-134173,3035,20.7360,4,0.200,7.2576,2017-09-16,2017-09-21,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Xerox 231","Office Supplies",Paper
TEC-AC-10000736,AB-10060,CA-2017-159688,5002,79.9900,1,0.000,28.7964,2017-05-07,2017-05-12,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Logitech G600 MMO Gaming Mouse",Technology,Accessories
OFF-PA-10001776,AB-10060,CA-2015-150511,5052,18.5400,2,0.000,8.7138,2015-09-18,2015-09-24,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Wirebound Message Books, Four 2 3/4" x 5" Forms per Page, 600 Sets per Book","Office Supplies",Paper
FUR-TA-10004575,AB-10060,CA-2017-107174,8170,2036.8600,7,0.000,366.6348,2017-11-06,2017-11-13,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Hon 5100 Series Wood Tables",Furniture,Tables
FUR-CH-10003312,AB-10060,CA-2017-107174,8171,449.5680,2,0.200,-73.0548,2017-11-06,2017-11-13,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs",Furniture,Chairs
TEC-AC-10001465,AB-10060,CA-2017-107174,8172,108.9600,3,0.000,32.6880,2017-11-06,2017-11-13,"Standard Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"SanDisk Cruzer 64 GB USB Flash Drive",Technology,Accessories
OFF-PA-10002615,AB-10060,CA-2017-118213,9499,4.4100,1,0.000,2.0286,2017-11-05,2017-11-07,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled","Office Supplies",Paper
OFF-PA-10000565,AB-10060,CA-2017-118213,9500,167.9400,3,0.000,82.2906,2017-11-05,2017-11-07,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Easy-staple paper","Office Supplies",Paper
OFF-PA-10003673,AB-10060,CA-2017-118213,9501,67.8000,10,0.000,31.1880,2017-11-05,2017-11-07,"First Class","Adam Bellavance","Home Office","United States",Indiana,Greenwood,46142,Central,"Strathmore Photo Mount Cards","Office Supplies",Paper
FUR-TA-10002356,AB-10105,US-2016-122245,1411,393.1650,3,0.500,-204.4458,2016-09-25,2016-09-30,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Bevis Boat-Shaped Conference Table",Furniture,Tables
FUR-FU-10004665,AB-10105,CA-2017-101042,2553,821.8800,6,0.000,213.6888,2017-11-19,2017-11-23,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings
OFF-BI-10000088,AB-10105,CA-2017-101042,2554,21.9600,2,0.000,10.7604,2017-11-19,2017-11-23,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"GBC Imprintable Covers","Office Supplies",Binders
TEC-PH-10001619,AB-10105,CA-2017-126788,3913,470.3760,3,0.200,52.9173,2017-06-05,2017-06-06,"First Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"LG G3",Technology,Phones
OFF-LA-10003720,AB-10105,CA-2014-103100,4284,3.6900,1,0.000,1.7343,2014-12-20,2014-12-23,"First Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Avery 487","Office Supplies",Labels
OFF-BI-10004600,AB-10105,CA-2014-103100,4285,1103.9700,3,0.000,496.7865,2014-12-20,2014-12-23,"First Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Ibico Ibimaster 300 Manual Binding System","Office Supplies",Binders
TEC-PH-10002200,AB-10105,CA-2017-121643,4716,344.7040,2,0.200,38.7792,2017-05-18,2017-05-20,"First Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Aastra 6757i CT Wireless VoIP phone",Technology,Phones
OFF-ST-10003994,AB-10105,CA-2016-147431,5615,117.9600,2,0.000,5.8980,2016-02-02,2016-02-07,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Belkin 19" Center-Weighted Shelf, Gray","Office Supplies",Storage
OFF-ST-10000321,AB-10105,CA-2017-153822,6972,12.6240,2,0.200,-2.5248,2017-09-19,2017-09-25,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Akro Stacking Bins","Office Supplies",Storage
TEC-AC-10000109,AB-10105,CA-2017-153822,6973,89.5840,2,0.200,4.4792,2017-09-19,2017-09-25,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",Technology,Accessories
TEC-PH-10002415,AB-10105,CA-2017-153822,6974,471.9200,2,0.200,29.4950,2017-09-19,2017-09-25,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Polycom VoiceStation 500 Conference phone",Technology,Phones
OFF-BI-10001460,AB-10105,CA-2017-153822,6975,18.1800,4,0.700,-13.9380,2017-09-19,2017-09-25,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Plastic Binding Combs","Office Supplies",Binders
OFF-BI-10000545,AB-10105,CA-2016-117121,9041,9892.7400,13,0.000,4946.3700,2016-12-17,2016-12-21,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"GBC Ibimaster 500 Manual ProClick Binding System","Office Supplies",Binders
OFF-AR-10001683,AB-10105,CA-2015-163181,9103,23.6400,3,0.200,5.3190,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Lumber Crayons","Office Supplies",Art
OFF-ST-10001713,AB-10105,CA-2015-163181,9104,84.7840,2,0.200,-16.9568,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Office Supplies",Storage
FUR-FU-10000193,AB-10105,CA-2015-163181,9105,64.9600,5,0.600,-84.4480,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Tenex Chairmats For Use with Hard Floors",Furniture,Furnishings
OFF-BI-10000474,AB-10105,CA-2015-163181,9106,32.0600,10,0.800,-51.2960,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies",Binders
OFF-ST-10000129,AB-10105,CA-2015-163181,9107,177.6480,2,0.200,-28.8678,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Fellowes Recycled Storage Drawers","Office Supplies",Storage
TEC-MA-10001016,AB-10105,CA-2015-163181,9108,287.9100,3,0.400,33.5895,2015-11-07,2015-11-12,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Canon PC170 Desktop Personal Copier",Technology,Machines
TEC-AC-10000682,AB-10105,CA-2017-140781,9209,39.8160,3,0.200,7.4655,2017-08-03,2017-08-07,"Standard Class","Adrian Barton",Consumer,"United States",Illinois,Bloomington,61701,Central,"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",Technology,Accessories
TEC-AC-10000171,AB-10150,CA-2017-120761,1557,91.9600,4,0.000,39.5428,2017-09-04,2017-09-08,"Standard Class","Aimee Bixby",Consumer,"United States","New York",Yonkers,10701,East,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories
OFF-PA-10000308,AB-10150,CA-2017-158876,1599,16.8960,4,0.200,5.2800,2017-11-19,2017-11-21,"Second Class","Aimee Bixby",Consumer,"United States","New York",Yonkers,10701,East,"Xerox 1901","Office Supplies",Paper
OFF-SU-10001165,AB-10150,CA-2017-158876,1600,6.6720,1,0.200,0.5004,2017-11-19,2017-11-21,"Second Class","Aimee Bixby",Consumer,"United States","New York",Yonkers,10701,East,"Acme Elite Stainless Steel Scissors","Office Supplies",Supplies
OFF-AR-10003373,AB-10150,CA-2017-158876,1601,99.1360,4,0.200,8.6744,2017-11-19,2017-11-21,"Second Class","Aimee Bixby",Consumer,"United States","New York",Yonkers,10701,East,"Boston School Pro Electric Pencil Sharpener, 1670","Office Supplies",Art
FUR-FU-10001967,AB-10150,CA-2017-158876,1602,15.9920,2,0.600,-13.9930,2017-11-19,2017-11-21,"Second Class","Aimee Bixby",Consumer,"United States","New York",Yonkers,10701,East,"Telescoping Adjustable Floor Lamp",Furniture,Furnishings
